Name,category,publishtime,author,version,currentprice,primeprice,feedback,URL_Á´½Ó
Homer,All History & Archaeology,1-Dec-16,Barbara Graziosi,Hardback,12.88,16.95,4,https://www.bookdepository.com/Homer-Barbara-Graziosi/9780198788300?ref=grid-view
Waterloo: The Truth at Last,All History & Archaeology,19-Apr-18,Paul L. Dawson,Hardback,37.72,44.95,0,https://www.bookdepository.com/Waterloo-The-Truth-at-Last-Paul-L-Dawson/9781526702456?ref=grid-view
Carnal Thoughts,All History & Archaeology,1-Nov-04,Vivian Sobchack,Paperback,33.62,34.95,4,https://www.bookdepository.com/Carnal-Thoughts-Vivian-Sobchack/9780520241299?ref=grid-view
Prelude to Waterloo Quatre Bras,All History & Archaeology,19-Oct-14,Andrew W. Field,Hardback,29.04,44.95,4,https://www.bookdepository.com/Prelude-Waterloo-Quatre-Bras-Andrew-W-Field/9781783463848?ref=grid-view
The Civil War,All History & Archaeology,1-Dec-69,Lucan,Hardback,29.11,0,4,https://www.bookdepository.com/The-Civil-War-Lucan-Duff/9780674992429?ref=grid-view
Cheng Tzu's Thirteen,All History & Archaeology,24-Jun-08,Chen Man Ch'Ing,Paperback,18.28,18.95,4,https://www.bookdepository.com/Cheng-Tzus-Thirteen-Chen-Man-ChIng/9781583942208?ref=grid-view
April Blood,All History & Archaeology,1-Jan-04,Lauro Martines,Paperback,15.73,0,3.5,https://www.bookdepository.com/April-Blood-Lauro-Martines/9780712667876?ref=grid-view
The Archaeology of Early Rome and Latium,All History & Archaeology,1-Sep-96,Ross R. Holloway,Paperback,44.56,45.95,3.5,https://www.bookdepository.com/The-Archaeology-of-Early-Rome-and-Latium-Ross-R-Holloway/9780415143608?ref=grid-view
The True History of Tea,All History & Archaeology,13-Mar-09,Victor H. Mair,Hardback,27.28,0,3.5,https://www.bookdepository.com/The-True-History-of-Tea-Victor-H-Mair-Erling-Hoh/9780500251461?ref=grid-view
Area 51,All History & Archaeology,1-May-12,Annie Jacobsen,Paperback,15.13,16.01,3.5,https://www.bookdepository.com/Area-51-Annie-Jacobsen/9780316202305?ref=grid-view
Introduction to the Study of the Law of the Constitution,All History & Archaeology,30-Oct-82,Albert V. Dicey,Paperback,23.61,0,4,https://www.bookdepository.com/Introduction-the-Study-of-the-Law-of-the-Constitution-Albert-V-Dicey-Roger-E-Michener/9780865970038?ref=grid-view
This Day in Rap and Hip-Hop History,All History & Archaeology,5-Oct-17,Chuck D,Hardback,37.2,41.64,4.5,https://www.bookdepository.com/This-Day-in-Rap-and-Hip-Hop-History-Chuck-D/9781844039586?ref=grid-view
Michael Collins and the Civil War,All History & Archaeology,31-Dec-12,T. Ryle Dwyer,Paperback,14.51,19.95,4.5,https://www.bookdepository.com/Michael-Collins-and-the-Civil-War-T-Ryle-Dwyer/9781781170328?ref=grid-view
Beyond Courage,All History & Archaeology,11-Sep-12,Doreen Rappaport,Hardback,22.72,22.99,4,https://www.bookdepository.com/Beyond-Courage-Doreen-Rappaport/9780763629762?ref=grid-view
World Without End,All History & Archaeology,2-Jul-15,Hugh Thomas,Paperback,16.3,18.03,3.5,https://www.bookdepository.com/World-Without-End-Hugh-Thomas/9780141034478?ref=grid-view
Benjamin Franklin's Autobiography,All History & Archaeology,2-Mar-12,Benjamin Franklin,Paperback,17.53,0,4,https://www.bookdepository.com/Benjamin-Franklins-Autobiography-Benjamin-Franklin-Joyce-E-Chaplin/9780393935615?ref=grid-view
Brian Boru and the Battle of Clontarf,All History & Archaeology,15-Jul-14,Sean Duffy,Paperback,17.27,29,4,https://www.bookdepository.com/Brian-Boru-and-the-Battle-of-Clontarf-Sean-Duffy/9780717162079?ref=grid-view
Spitfire Aces of the Channel Front 1941-43,All History & Archaeology,21-Jun-16,Andrew Thomas,Paperback,17.42,23,4.5,https://www.bookdepository.com/Spitfire-Aces-of-the-Channel-Front-1941-43-Andrew-Thomas-Chris-Thomas-Mark-Postlethwaite/9781472812582?ref=grid-view
Nothing is Written in Stone,All History & Archaeology,1-Mar-17,Barbara Hussey,Paperback,22.79,24.99,4.5,https://www.bookdepository.com/Nothing-is-Written-in-Stone-Barbara-Hussey-Anna-Kealy/9781843516774?ref=grid-view
Blackfoot Physics,All History & Archaeology,1-Jan-06,F David Peat,Paperback,19.75,0,4,https://www.bookdepository.com/Blackfoot-Physics-F-David-Peat/9781578633715?ref=grid-view
The Trigger,All History & Archaeology,2-Jul-15,Tim Butcher,Paperback,13.26,13.87,4,https://www.bookdepository.com/The-Trigger-Tim-Butcher/9780099581338?ref=grid-view
Martin Luther,All History & Archaeology,1-Jul-17,Heinz Schilling,Hardback,33.38,39.95,4,https://www.bookdepository.com/Martin-Luther-Heinz-Schilling-Rona-Johnston/9780198722816?ref=grid-view
The Emergence of Social Space,All History & Archaeology,17-Jan-08,Kristin Ross,Paperback,12.67,19.95,4,https://www.bookdepository.com/The-Emergence-of-Social-Space-Kristin-Ross/9781844672066?ref=grid-view
Roman Battle Tactics 390-110 BC,All History & Archaeology,23-Feb-10,Nic Fields,Paperback,17.09,18.95,4,https://www.bookdepository.com/Roman-Battle-Tactics-390-110-BC-Nic-Fields-Gerry-Embleton-Sam-Embleton/9781846033827?ref=grid-view
British Motor Gun Boat 1939-45,All History & Archaeology,20-Apr-10,Angus Konstam,Paperback,15.89,17.95,3.5,https://www.bookdepository.com/British-Motor-Gun-Boat-1939-45-Angus-Konstam-Tony-Bryan/9781849080774?ref=grid-view
The Worst Journey in the World,All History & Archaeology,1-Oct-08,Apsley Cherry-Garrard,Hardback,31.64,0,4,https://www.bookdepository.com/The-Worst-Journey-in-the-World-Apsley-Cherry-Garrard/9781849020909?ref=grid-view
Paisanos,All History & Archaeology,15-May-17,Tim Fanning,Hardback,27.03,44,4.5,https://www.bookdepository.com/Paisanos-Tim-Fanning/9780717171811?ref=grid-view
What Next?,All History & Archaeology,26-Jun-09,Chris Patten,Paperback,16.39,24.25,4,https://www.bookdepository.com/What-Next-Chris-Patten/9780141021454?ref=grid-view
The Ascent Of Woman,All History & Archaeology,4-Nov-04,Melanie Phillips,Paperback,15.28,17.99,4,https://www.bookdepository.com/The-Ascent-Of-Woman-Melanie-Phillips/9780349116600?ref=grid-view
Roman Law in European History,All History & Archaeology,28-May-99,Peter Stein,Paperback,31,36.99,3.5,https://www.bookdepository.com/Roman-Law-in-European-History-Peter-Stein/9780521643795?ref=grid-view
The Wreck of the Neva,All History & Archaeology,1-Oct-13,Cal McCarthy,Paperback,21.53,22.95,2.5,https://www.bookdepository.com/The-Wreck-of-the-Neva-Cal-McCarthy-Kevin-Todd/9781856359818?ref=grid-view
DK Eyewitness Travel Guide Hungary,All History & Archaeology,4-Aug-15,DK Publishing,Paperback,22.22,0,4.5,https://www.bookdepository.com/DK-Eyewitness-Travel-Guide-Hungary-DK-Publishing/9780241181317?ref=grid-view
Instructions for American Servicemen in Britain  1942,All History & Archaeology,1-Sep-04,Bodleian Library the,Hardback,8.07,9.99,4,https://www.bookdepository.com/Instructions-for-American-Servicemen-in-Britain-1942-Bodleian-Library-the/9781851240852?ref=grid-view
Midnight's Furies,All History & Archaeology,15-Jan-17,Nisid Hajari,Paperback,13.12,13.87,4,https://www.bookdepository.com/Midnights-Furies-Nisid-Hajari/9781445660134?ref=grid-view
The Gamble,All History & Archaeology,6-Jan-10,Thomas E Ricks,Paperback,18.17,0,4,https://www.bookdepository.com/The-Gamble-Thomas-E-Ricks/9780143116912?ref=grid-view
Lies My Teacher Told Me,All History & Archaeology,31-Jul-08,James W. Loewen,Hardback,28.39,0,4,https://www.bookdepository.com/Lies-My-Teacher-Told-Me-James-W-Loewen/9781595583260?ref=grid-view
Fear and Loathing in America,All History & Archaeology,8-Oct-01,Hunter S. Thompson,Paperback,22.42,0,4,https://www.bookdepository.com/Fear-and-Loathing-in-America-Hunter-S-Thompson/9780747553458?ref=grid-view
Access To History Themes: Renaissance Italy,All History & Archaeology,1-Jun-98,Robert Hole,Paperback,15.52,24.94,3,https://www.bookdepository.com/Access-History-Themes-Renaissance-Italy-Robert-Hole-Robert-Pearce/9780340701362?ref=grid-view
Japan and the Shackles of the Past,All History & Archaeology,22-Jan-15,R.Taggart Murphy,Hardback,23.92,29.96,4.5,https://www.bookdepository.com/Japan-and-the-Shackles-of-the-Past-RTaggart-Murphy/9780199845989?ref=grid-view
Bomber Boys,All History & Archaeology,1-Apr-07,Kevin Wilson,Paperback,12.84,16.75,4,https://www.bookdepository.com/Bomber-Boys-Kevin-Wilson/9780304367245?ref=grid-view
We Are the Change We Seek,All History & Archaeology,12-Jan-17,E. J. Dionne,Hardback,21.09,26.75,4.5,https://www.bookdepository.com/We-Are-the-Change-We-Seek-E-J-Dionne-Joy-ann-Reid/9781408889060?ref=grid-view
Titanic: A Passenger's Guide Pocket Book,All History & Archaeology,1-Oct-11,John Blake,Hardback,12.6,20.25,4,https://www.bookdepository.com/Titanic-Passengers-Guide-Pocket-Book-John-Blake/9781844861484?ref=grid-view
The Middle East For Dummies,All History & Archaeology,1-Jan-03,Craig S. Davis,Paperback,17.18,19.99,4,https://www.bookdepository.com/The-Middle-East-For-Dummies-Craig-S-Davis/9780764554834?ref=grid-view
Rebellion: The History of England from James I to the Glorious Revolution,All History & Archaeology,8-Sep-15,Peter Ackroyd,Paperback,17.63,18.99,4,https://www.bookdepository.com/Rebellion-The-History-of-England-from-James-I-the-Glorious-Revolution-Peter-Ackroyd/9781250070241?ref=grid-view
The House of the Dead,All History & Archaeology,7-Jul-16,Daniel Beer,Hardback,36.31,41.64,4,https://www.bookdepository.com/The-House-of-the-Dead-Daniel-Beer/9781846145377?ref=grid-view
When China Ruled the Seas,All History & Archaeology,9-Jan-97,Louis Levathes,Paperback,14.91,19.95,3.5,https://www.bookdepository.com/When-China-Ruled-the-Seas-Louis-Levathes/9780195112078?ref=grid-view
Giants,All History & Archaeology,18-Dec-13,Yehuda Koren,Paperback,13.31,13.87,4,https://www.bookdepository.com/Giants-Yehuda-Koren-Eilat-Negev-Warwick-Davis/9781849546539?ref=grid-view
50 Speeches That Made the Modern World,All History & Archaeology,7-Nov-17,Chambers,Hardback,21.5,0,3,https://www.bookdepository.com/50-Speeches-That-Made-the-Modern-World-Chambers/9781473640948?ref=grid-view
Modern Iran,All History & Archaeology,15-Aug-06,Nikki R. Keddie,Paperback,26.43,0,3.5,https://www.bookdepository.com/Modern-Iran-Nikki-R-Keddie/9780300121056?ref=grid-view
Five Days in November,All History & Archaeology,30-Sep-14,Clint Hill,Paperback,16.63,18,4.5,https://www.bookdepository.com/Five-Days-in-November-Clint-Hill/9781476731506?ref=grid-view
Biography and History,All History & Archaeology,19-Jan-12,Barbara Caine,Paperback,29.76,29.98,3.5,https://www.bookdepository.com/Biography-and-History-Barbara-Caine/9781403987266?ref=grid-view
German Armoured Cars and Reconnaissance Half Tracks  1939-45,All History & Archaeology,1-Nov-99,Bryan Perrett,Paperback,15.32,17.95,3,https://www.bookdepository.com/German-Armoured-Cars-and-Reconnaissance-Half-Tracks-1939-45-Bryan-Perrett-Bruce-Culver/9781855328495?ref=grid-view
The Idea of the Muslim World,All History & Archaeology,1-May-17,Cemil Aydin,Hardback,26.85,29.96,4,https://www.bookdepository.com/The-Idea-of-the-Muslim-World-Cemil-Aydin/9780674050372?ref=grid-view
Sturmartillerie,All History & Archaeology,23-Aug-16,Thomas Anderson,Hardback,37.83,45,5,https://www.bookdepository.com/Sturmartillerie-Thomas-Anderson/9781472811288?ref=grid-view
Mao's China and the Cold War,All History & Archaeology,25-Jun-01,Jian Chen,Paperback,35.15,37.51,4,https://www.bookdepository.com/Maos-China-and-the-Cold-War-Jian-Chen/9780807849323?ref=grid-view
Tombstone,All History & Archaeology,19-Nov-13,Yang Jisheng,Paperback,16.37,18,4,https://www.bookdepository.com/Tombstone-Yang-Jisheng/9780374533991?ref=grid-view
Ghosts Behind The Sun,All History & Archaeology,5-Jan-12,Tav Falco,Paperback,20.91,24.94,4,https://www.bookdepository.com/Ghosts-Behind-The-Sun-Tav-Falco/9781840681819?ref=grid-view
The Company,All History & Archaeology,7-Jan-05,John Micklethwait,Paperback,10.48,12.48,3.5,https://www.bookdepository.com/The-Company-John-Micklethwait-Adrian-Wooldridge/9780753820407?ref=grid-view
How to Read Chinese Poetry Workbook,All History & Archaeology,6-Mar-12,Zong-Qi Cai,Paperback,34.63,0,4.5,https://www.bookdepository.com/How-Read-Chinese-Poetry-Workbook-Zong-Qi-Cai-Jie-Cui/9780231156585?ref=grid-view
The Jungle,All History & Archaeology,22-Jun-11,Upton Sinclair,Paperback,19.35,0,3.5,https://www.bookdepository.com/The-Jungle-Upton-Sinclair-Eric-Schlosser-Ronald-Gottesman/9780143039587?ref=grid-view
The Temple Tiger and More Man-Eaters of Kumaon,All History & Archaeology,1-Dec-97,Jim Corbett,Paperback,21.64,0,4.5,https://www.bookdepository.com/The-Temple-Tiger-and-More-Man-Eaters-of-Kumaon-Jim-Corbett/9780195622577?ref=grid-view
The Tartan Turban,All History & Archaeology,15-Feb-18,John Keay,Paperback,14.41,0,3.5,https://www.bookdepository.com/The-Tartan-Turban-John-Keay/9781911271116?ref=grid-view
Carrier Pilot,All History & Archaeology,24-Nov-16,Norman Hanson,Paperback,22.03,0,4,https://www.bookdepository.com/Carrier-Pilot-Norman-Hanson/9781909269590?ref=grid-view
RAF Bomber Command Losses: Roll of Honour  1939-1947 v. 9,All History & Archaeology,1-Feb-10,W R Chorley,Paperback,25.43,34.95,5,https://www.bookdepository.com/RAF-Bomber-Command-Losses-Roll-of-Honour-1939-1947-v-9-W-R-Chorley/9781857801958?ref=grid-view
Freefall,All Business  Finance & Law,18-Oct-10,Joseph Stiglitz,Paperback,13.69,15.57,4,https://www.bookdepository.com/Freefall-Joseph-Stiglitz/9780141045122?ref=grid-view
How I Made $2 000 000 in the Stock Market,All Business  Finance & Law,29-Mar-11,Nicolas Darvas,Paperback,9.9,0,4,https://www.bookdepository.com/How-I-Made-2000000-in-the-Stock-Market-Nicolas-Darvas/9781614270096?ref=grid-view
The Production of Money,All Business  Finance & Law,28-Mar-17,Ann Pettifor,Hardback,19.42,19.95,3.5,https://www.bookdepository.com/The-Production-of-Money-Ann-Pettifor/9781786631343?ref=grid-view
Stock Trader's Almanac 2018,All Business  Finance & Law,23-Oct-17,Jeffrey A. Hirsch,Paperback,39.16,50,4.5,https://www.bookdepository.com/Stock-Traders-Almanac-2018-Jeffrey--Hirsch/9781119384267?ref=grid-view
The Constitution of Liberty,All Business  Finance & Law,1-Apr-11,F A Hayek,Paperback,24.64,25,4,https://www.bookdepository.com/The-Constitution-of-Liberty-F-Hayek/9780226315393?ref=grid-view
If I Understood You  Would I Have This Look On My Face?,All Business  Finance & Law,6-Jun-17,Alan Alda,Hardback,24.21,28,4,https://www.bookdepository.com/If-I-Understood-You-Would-I-Have-This-Look-On-My-Face-Alan-Alda/9780812989144?ref=grid-view
Jack,All Business  Finance & Law,1-Oct-03,Jack Welch,Paperback,12.01,12.48,4,https://www.bookdepository.com/Jack-Jack-Welch/9780747249795?ref=grid-view
Data Strategy,All Business  Finance & Law,28-Apr-17,Bernard Marr,Paperback,25.14,29.44,4.5,https://www.bookdepository.com/Data-Strategy-Bernard-Marr/9780749479855?ref=grid-view
Creating the Impossible,All Business  Finance & Law,7-Nov-17,Michael Neill,Paperback,16.09,18.03,5,https://www.bookdepository.com/Creating-the-Impossible-Michael-Neill/9781781806494?ref=grid-view
The Alliance,All Business  Finance & Law,12-Sep-14,Reid Hoffman,Hardback,18.16,25,4,https://www.bookdepository.com/The-Alliance-Reid-Hoffman-Ben-Casnocha-Chris-Yeh/9781625275776?ref=grid-view
Unbowed,All Business  Finance & Law,5-Jul-11,Wangari Maathai,Paperback,13.27,19.75,4,https://www.bookdepository.com/Unbowed-Wangari-Maathai/9780099493099?ref=grid-view
I  Steve,All Business  Finance & Law,24-Nov-11,George Beahm,Paperback,10.83,10.95,3.5,https://www.bookdepository.com/I-Steve-George-Beahm/9781932841664?ref=grid-view
When to Rob a Bank,All Business  Finance & Law,29-Feb-16,Steven D. Levitt,Paperback,13.08,13.87,3.5,https://www.bookdepository.com/When-Rob-Bank-Steven-D-Levitt-Stephen-J-Dubner/9780141980980?ref=grid-view
The World According to Star Wars,All Business  Finance & Law,31-May-16,Cass Sunstein,Hardback,17.31,21.99,3,https://www.bookdepository.com/The-World-According-Star-Wars-Cass-Sunstein/9780062484222?ref=grid-view
Como Ganar Amigos E Influir Sobre Las Personas,All Business  Finance & Law,9-Mar-10,Dale Carnegie,Paperback,15.27,16.01,4,https://www.bookdepository.com/Como-Ganar-Amigos-E-Influir-Sobre-Las-Personas-Dale-Carnegie/9780307475404?ref=grid-view
The Secret Thoughts Of Successful Women,All Business  Finance & Law,28-Nov-11,Valerie Young,Hardback,25.32,27,4,https://www.bookdepository.com/The-Secret-Thoughts-Of-Successful-Women-Valerie-Young/9780307452719?ref=grid-view
Microsoft Excel Data Analysis and Business Modeling,All Business  Finance & Law,19-Dec-16,Wayne Winston,Paperback,37.98,49.99,4,https://www.bookdepository.com/Microsoft-Excel-Data-Analysis-and-Business-Modeling-Wayne-Winston/9781509304219?ref=grid-view
Designing Brand Identity,All Business  Finance & Law,16-Oct-17,Alina Wheeler,Hardback,39.45,50,4,https://www.bookdepository.com/Designing-Brand-Identity-Alina-Wheeler-Debbie-Millman/9781118980828?ref=grid-view
The Motivation Myth,All Business  Finance & Law,9-Jan-18,Jeff Haden,Hardback,24.28,27,3.5,https://www.bookdepository.com/The-Motivation-Myth-Jeff-Haden/9780399563768?ref=grid-view
The Systems Thinking Playbook,All Business  Finance & Law,30-Apr-10,Linda Booth Sweeney,Mixed media product,47.49,70,4,https://www.bookdepository.com/The-Systems-Thinking-Playbook-Linda-Booth-Sweeney-Dennis-Meadows/9781603582582?ref=grid-view
How to Thrive in the Next Economy,All Business  Finance & Law,9-Nov-15,John Thackara,Hardback,22.49,29.44,4,https://www.bookdepository.com/How-Thrive-in-the-Next-Economy-John-Thackara/9780500518083?ref=grid-view
Candlestick Charting for Dummies,All Business  Finance & Law,8-Apr-08,Russell Rhoads,Paperback,16.59,24.99,3.5,https://www.bookdepository.com/Candlestick-Charting-for-Dummies-Russell-Rhoads/9780470178089?ref=grid-view
Forensic Science: A Very Short Introduction,All Business  Finance & Law,1-Dec-10,Jim Fraser,Paperback,9.23,11.95,3.5,https://www.bookdepository.com/Forensic-Science-Very-Short-Introduction-Jim-Fraser/9780199558056?ref=grid-view
How Much is Enough?,All Business  Finance & Law,5-Sep-13,Edward Skidelsky,Paperback,12.58,13.87,3.5,https://www.bookdepository.com/How-Much-is-Enough-Edward-Skidelsky-Robert-Skidelsky/9780241953891?ref=grid-view
Lords of Finance,All Business  Finance & Law,25-Jul-11,Liaquat Ahamed,Paperback,19.49,21,4,https://www.bookdepository.com/Lords-of-Finance-Liaquat-Ahamed/9780143116806?ref=grid-view
Mojo,All Business  Finance & Law,1-Apr-10,Marshall Goldsmith,Paperback,12.2,15.81,4,https://www.bookdepository.com/Mojo-Marshall-Goldsmith/9781846681462?ref=grid-view
Just Listen: Discover the Secret to Getting Through to Absolutely Anyone,All Business  Finance & Law,15-Sep-09,Mark Goulston,Hardback,21.4,24.94,4,https://www.bookdepository.com/Just-Listen-Discover-the-Secret-Getting-Through-Absolutely-Anyone-Mark-Goulston/9780814414033?ref=grid-view
The Social Animal,All Business  Finance & Law,1-Mar-12,David Brooks,Paperback,16.7,18,4,https://www.bookdepository.com/The-Social-Animal-David-Brooks/9780812979374?ref=grid-view
Future Brain,All Business  Finance & Law,2-Feb-16,Jenny Brockis,Paperback,15.96,21,3.5,https://www.bookdepository.com/Future-Brain-Jenny-Brockis/9780730322504?ref=grid-view
Rich Dad's Before You Quit Your Job,All Business  Finance & Law,27-Nov-12,Robert T. Kiyosaki,Paperback,15.48,16.95,4,https://www.bookdepository.com/Rich-Dads-Before-You-Quit-Your-Job-Robert-T-Kiyosaki/9781612680507?ref=grid-view
Finding Your Element,All Business  Finance & Law,21-May-13,Sir Ken Robinson,Hardback,24.99,27.96,4,https://www.bookdepository.com/Finding-Your-Element-Sir-Ken-Robinson/9780670022380?ref=grid-view
Project Management: Achieving Competitive Advantage  Global Edition,All Business  Finance & Law,10-Sep-15,Jeffrey K. Pinto,Paperback,70.72,92.99,4,https://www.bookdepository.com/Project-Management-Achieving-Competitive-Advantage-Global-Edition-Jeffrey-K-Pinto/9781292094793?ref=grid-view
How Life Imitates Chess,All Business  Finance & Law,3-Jun-08,Garry Kasparov,Paperback,13.91,22,4,https://www.bookdepository.com/How-Life-Imitates-Chess-Garry-Kasparov/9780099489863?ref=grid-view
The Signal and the Noise,All Business  Finance & Law,3-Feb-15,Nate Silver,Paperback,19.61,0,4,https://www.bookdepository.com/The-Signal-and-the-Noise-Nate-Silver/9780143125082?ref=grid-view
Practical Watch Repairing,All Business  Finance & Law,17-Sep-08,Donald De Carle,Paperback,17.67,0,3.5,https://www.bookdepository.com/Practical-Watch-Repairing-Donald-De-Carle/9781602393578?ref=grid-view
TED Talks,All Business  Finance & Law,19-May-16,Chris Anderson,Paperback,13.01,20.81,4,https://www.bookdepository.com/TED-Talks-Chris-Anderson/9781472228055?ref=grid-view
The Craftsman,All Business  Finance & Law,31-Mar-09,Richard Sennett,Paperback,18.53,19,4,https://www.bookdepository.com/The-Craftsman-Richard-Sennett/9780300151190?ref=grid-view
Pioneering Portfolio Management,All Business  Finance & Law,16-Feb-09,David F. Swensen,Hardback,26.93,34.99,4,https://www.bookdepository.com/Pioneering-Portfolio-Management-David-F-Swensen/9781416544692?ref=grid-view
From 0 to Financial Freedom,All Business  Finance & Law,22-Jan-13,Steve McKnight,Paperback,13.28,14.95,3.5,https://www.bookdepository.com/From-0-Financial-Freedom-Steve-McKnight/9781118597415?ref=grid-view
The Making of the Indebted Man,All Business  Finance & Law,26-Oct-12,Maurizio Lazzarato,Paperback,13.28,13.95,4,https://www.bookdepository.com/The-Making-of-the-Indebted-Man-Maurizio-Lazzarato-Joshua-David-Jordan/9781584351153?ref=grid-view
Who Says Elephants Can't Dance?,All Business  Finance & Law,4-Aug-03,Louis Gerstner,Paperback,13.74,15.81,4,https://www.bookdepository.com/Who-Says-Elephants-Cant-Dance-Louis-Gerstner/9780007170876?ref=grid-view
How Remarkable Women Lead,All Business  Finance & Law,27-Dec-11,Joanna Barsh,Paperback,14.88,17,4,https://www.bookdepository.com/How-Remarkable-Women-Lead-Joanna-Barsh-Susie-Cranston/9780307461704?ref=grid-view
The Pumpkin Plan,All Business  Finance & Law,5-Jul-12,Mike Michalowicz,Hardback,24.69,26.94,4,https://www.bookdepository.com/The-Pumpkin-Plan-Mike-Michalowicz/9781591844884?ref=grid-view
Wipe Clean Music Board,All Business  Finance & Law,27-Apr-09,Hal Leonard Corp,Paperback,9.73,0,5,https://www.bookdepository.com/Wipe-Clean-Music-Board-Hal-Leonard-Corp/9781847727022?ref=grid-view
Brainfluence,All Business  Finance & Law,22-Nov-11,Roger Dooley,Hardback,21.15,24.94,4,https://www.bookdepository.com/Brainfluence-Roger-Dooley/9781118113363?ref=grid-view
Advanced Excel Reporting for Management Accountants,All Business  Finance & Law,14-Apr-14,Neale Blackwood,Paperback,43.81,59.99,4,https://www.bookdepository.com/Advanced-Excel-Reporting-for-Management-Accountants-Neale-Blackwood/9781118657720?ref=grid-view
The Undercover Economist Strikes Back,All Business  Finance & Law,3-Jul-14,Tim Harford,Paperback,11.74,13.87,4,https://www.bookdepository.com/The-Undercover-Economist-Strikes-Back-Tim-Harford/9780349138930?ref=grid-view
Changing on the Job,All Business  Finance & Law,1-Mar-13,Jennifer Garvey Berger,Paperback,21.72,21.95,4.5,https://www.bookdepository.com/Changing-on-the-Job-Jennifer-Garvey-Berger/9780804786966?ref=grid-view
Vietnam,All Business  Finance & Law,6-Dec-11,Bill Hayton,Paperback,19.05,20,4,https://www.bookdepository.com/Vietnam-Bill-Hayton/9780300178142?ref=grid-view
Black Edge,All Business  Finance & Law,29-Jan-18,Sheelah Kolhatkar,Paperback,13.3,13.87,4,https://www.bookdepository.com/Black-Edge-Sheelah-Kolhatkar/9780753552230?ref=grid-view
The Invisible Hand,All Business  Finance & Law,7-Aug-08,Adam Smith,Paperback,7.08,9.74,3.5,https://www.bookdepository.com/The-Invisible-Hand-Adam-Smith/9780141036816?ref=grid-view
Four Futures,All Business  Finance & Law,7-Nov-16,Peter Frase,Paperback,13.67,16.95,4,https://www.bookdepository.com/Four-Futures-Peter-Frase/9781781688137?ref=grid-view
Misbehaving,All Business  Finance & Law,31-Aug-15,Richard H. Thaler,Hardback,28.22,0,4,https://www.bookdepository.com/Misbehaving-Richard-H-Thaler/9780393080940?ref=grid-view
Wardrobe Crisis: How We Went From Sunday Best to Fast Fashion,All Business  Finance & Law,2-May-16,Clare Press,Paperback,26.44,29.98,4,https://www.bookdepository.com/Wardrobe-Crisis-How-We-Went-From-Sunday-Best-Fast-Fashion-Clare-Press/9781863958356?ref=grid-view
A Gift to My Children,All Business  Finance & Law,28-Apr-09,Jim Rogers,Hardback,18.11,20,3.5,https://www.bookdepository.com/Gift-My-Children-Jim-Rogers/9781400067541?ref=grid-view
Crucial Conversations,All Business  Finance & Law,29-Apr-14,Kerry Patterson,CD-Audio,10.67,14.99,4,https://www.bookdepository.com/Crucial-Conversations-Kerry-Patterson/9781491515624?ref=grid-view
Business for Punks,All Business  Finance & Law,24-Nov-16,James Watt,Paperback,12.48,13.87,4,https://www.bookdepository.com/Business-for-Punks-James-Watt/9780241290118?ref=grid-view
The Seventh Sense,All Business  Finance & Law,31-May-16,Joshua Cooper Ramo,Paperback,17.89,17.99,4,https://www.bookdepository.com/The-Seventh-Sense-Joshua-Cooper-Ramo/9780316395052?ref=grid-view
This Book is Worth EURO25 000,All Business  Finance & Law,1-Sep-17,Karl Deeter,Paperback,14.69,16.64,0,https://www.bookdepository.com/This-Book-is-Worth-EURO25000-Karl-Deeter-Charlie-Weston/9780717175635?ref=grid-view
A First-Rate Madness,All Business  Finance & Law,3-Jan-13,S. Nassir Ghaemi,Paperback,17.03,18,3.5,https://www.bookdepository.com/First-Rate-Madness-S-Nassir-Ghaemi/9780143121336?ref=grid-view
Trading for a Living,All Business  Finance & Law,20-Apr-93,Alexander Elder,Hardback,55.21,80,4,https://www.bookdepository.com/Trading-for-Living-Alexander-Elder/9780471592242?ref=grid-view
Ethical Maturity in the Helping Professions,All Business  Finance & Law,15-Feb-13,Elisabeth Shaw,Paperback,42.02,47.95,5,https://www.bookdepository.com/Ethical-Maturity-in-the-Helping-Professions-Elisabeth-Shaw-Michael-Carroll/9781849053877?ref=grid-view
Investment Valuation,All Business  Finance & Law,17-Apr-12,Aswath Damodaran,Paperback,57.72,95,4.5,https://www.bookdepository.com/Investment-Valuation-Aswath-Damodaran/9781118130735?ref=grid-view
PRINCE2 Agile,All Business  Finance & Law,15-Jun-15,AXELOS,Paperback,122.49,170,3,https://www.bookdepository.com/PRINCE2-Agile-AXELOS-The-Stationery-Office/9780113314676?ref=grid-view
The Blue Sweater,All Business  Finance & Law,16-Feb-10,Jacqueline Novogratz,Paperback,16.13,0,4,https://www.bookdepository.com/The-Blue-Sweater-Jacqueline-Novogratz/9781605294766?ref=grid-view
Designing Interactions,All Business  Finance & Law,7-Apr-10,Bill Moggridge,Hardback,47.93,59.91,4,https://www.bookdepository.com/Designing-Interactions-Bill-Moggridge/9780262134743?ref=grid-view
On the Natural History of Destruction,All Business  Finance & Law,17-Feb-04,W G Sebald,Paperback,14.09,16.01,4,https://www.bookdepository.com/On-the-Natural-History-of-Destruction-W-G-Sebald/9780375756573?ref=grid-view
