The Fujifilm X100F: 101 X-Pert Tips to Get the Most Out of Your Camera,Computers & Technology,30-Jan-18,by Rico Pfirstinger,Paperback,18.99,24.95,0,https://www.amazon.com/s/ref=sr_pg_100?rh=n%3A283155%2Cn%3A%211000%2Cn%3A5&page=100&ie=UTF8&qid=1518108757
Hacking Exposed 7: Network Security Secrets and Solutions,Computers & Technology,11-Jul-12,by Stuart McClure and Joel Scambray,Paperback,30.65,50,4.3,https://www.amazon.com/s/ref=sr_pg_100?rh=n%3A283155%2Cn%3A%211000%2Cn%3A5&page=100&ie=UTF8&qid=1518108757
Introduction to Embedded Systems,Computers & Technology,17-Aug-16,by Jonathan W Valvano,Paperback,19.95,,0,https://www.amazon.com/s/ref=sr_pg_100?rh=n%3A283155%2Cn%3A%211000%2Cn%3A5&page=100&ie=UTF8&qid=1518108757
Barron's AP Computer Science A  7th Edition,Computers & Technology,1-Jan-15,by Roselyn Teukolsky M.S.,Paperback,4.74,,4.5,https://www.amazon.com/s/ref=sr_pg_100?rh=n%3A283155%2Cn%3A%211000%2Cn%3A5&page=100&ie=UTF8&qid=1518108757
Information Technology for Managers,Computers & Technology,1-Jul-15,by George Reynolds,Paperback,35.28,,3.5,https://www.amazon.com/s/ref=sr_pg_100?rh=n%3A283155%2Cn%3A%211000%2Cn%3A5&page=100&ie=UTF8&qid=1518108757
Excel 2013 Power Programming with VBA,Computers & Technology,1-Apr-13,by John Walkenbach,Paperback,11.56,,4.4,https://www.amazon.com/s/ref=sr_pg_100?rh=n%3A283155%2Cn%3A%211000%2Cn%3A5&page=100&ie=UTF8&qid=1518108757
QuickBooks Pro 2017 Quick Reference Training Card - Laminated Tutorial Guide Cheat Sheet (Instructions and Tips),Computers & Technology,28-Sep-16,by TeachUcomp Inc,Pamphlet,4.94,5.95,4.1,https://www.amazon.com/s/ref=sr_pg_100?rh=n%3A283155%2Cn%3A%211000%2Cn%3A5&page=100&ie=UTF8&qid=1518108757
The Art of Fallout 4,Computers & Technology,1-Dec-15,by Bethesda Softworks,Hardcover,33.99,49.99,4.9,https://www.amazon.com/s/ref=sr_pg_100?rh=n%3A283155%2Cn%3A%211000%2Cn%3A5&page=100&ie=UTF8&qid=1518108757
Simulation Modeling and Analysis (Mcgraw-hill Series in Indtrial Engineering and Management),Computers & Technology,22-Jan-14,by Averill M Law,Hardcover,31.82,,4,https://www.amazon.com/s/ref=sr_pg_100?rh=n%3A283155%2Cn%3A%211000%2Cn%3A5&page=100&ie=UTF8&qid=1518108757
Adobe Creative Cloud All-in-One For Dummies,Computers & Technology,4-Dec-17,by Jennifer Smith and Christopher Smith,Paperback,32.04,49.99,3.2,https://www.amazon.com/s/ref=sr_pg_100?rh=n%3A283155%2Cn%3A%211000%2Cn%3A5&page=100&ie=UTF8&qid=1518108757
The Assist: A Gospel-Centered Guide to Glorifying God through Sports,Sports & Outdoors,15-Mar-18,by Brian Smith,Paperback,12.99,,0,https://www.amazon.com/s/ref=sr_pg_49?rh=n%3A283155%2Cn%3A%211000%2Cn%3A26&page=49&ie=UTF8&qid=1518108771
Winter Olympic Sports: Bobsled and Luge,Sports & Outdoors,18-Jul-17,by Laura Hamilton Waxman,Paperback,9.99,,5,https://www.amazon.com/s/ref=sr_pg_49?rh=n%3A283155%2Cn%3A%211000%2Cn%3A26&page=49&ie=UTF8&qid=1518108771
The Rough Guide to Norway (Rough Guides),Sports & Outdoors,18-Apr-17,by Rough Guides,Paperback,16.99,24.99,4.5,https://www.amazon.com/s/ref=sr_pg_49?rh=n%3A283155%2Cn%3A%211000%2Cn%3A26&page=49&ie=UTF8&qid=1518108771
Sporting Dog and Retriever Training: The Wildrose Way: Raising a Gentleman's Gundog for Home and Field,Sports & Outdoors,11-Sep-12,by Mike Stewart and Paul Fersen,Hardcover,26.93,45,4.7,https://www.amazon.com/s/ref=sr_pg_49?rh=n%3A283155%2Cn%3A%211000%2Cn%3A26&page=49&ie=UTF8&qid=1518108771
The Horse Anatomy Workbook: A Learning Aid for Students Based on Peter Goody's Classic Work  Horse Anatomy (Allen Student),Sports & Outdoors,1-Jun-05,by Maggie Raynor,Spiral-bound,26.95,39.95,4.5,https://www.amazon.com/s/ref=sr_pg_49?rh=n%3A283155%2Cn%3A%211000%2Cn%3A26&page=49&ie=UTF8&qid=1518108771
Orthopedic Taping  Wrapping  Bracing  and Padding,Sports & Outdoors,25-Jan-17,by Joel W. Beam EdD  LAT  ATC,Paperback,23.99,,3,https://www.amazon.com/s/ref=sr_pg_49?rh=n%3A283155%2Cn%3A%211000%2Cn%3A26&page=49&ie=UTF8&qid=1518108771
Mountaineering: Freedom of the Hills  8th Edition,Sports & Outdoors,25-Aug-10,by The Mountaineers,Paperback,18.24,29.95,4.8,https://www.amazon.com/s/ref=sr_pg_49?rh=n%3A283155%2Cn%3A%211000%2Cn%3A26&page=49&ie=UTF8&qid=1518108771
Midwest Foraging: 115 Wild and Flavorful Edibles from Burdock to Wild Peach (Regional Foraging Series),Sports & Outdoors,24-Jun-15,by Lisa M. Rose,Paperback,19.22,24.95,4.6,https://www.amazon.com/s/ref=sr_pg_49?rh=n%3A283155%2Cn%3A%211000%2Cn%3A26&page=49&ie=UTF8&qid=1518108771
Super Birds! The Incredible Story of the World Champion Philadelphia Eagles,Sports & Outdoors,30-Apr-18,by Skybox Press,Hardcover,40,,0,https://www.amazon.com/s/ref=sr_pg_49?rh=n%3A283155%2Cn%3A%211000%2Cn%3A26&page=49&ie=UTF8&qid=1518108771
Olympic National Park (National Geographic Trails Illtrated Map),Sports & Outdoors,1-Jan-11,by National Geographic Maps - Trails Illtrated,Map,11.95,,4.5,https://www.amazon.com/s/ref=sr_pg_49?rh=n%3A283155%2Cn%3A%211000%2Cn%3A26&page=49&ie=UTF8&qid=1518108771
In the Kingdom of Ice: The Grand and Terrible Polar Voyage of the S Jeannette,Sports & Outdoors,26-May-15,by Hampton Sides,Paperback,8.16,17,4.7,https://www.amazon.com/s/ref=sr_pg_49?rh=n%3A283155%2Cn%3A%211000%2Cn%3A26&page=49&ie=UTF8&qid=1518108771
The Mental Game of Baseball: A Guide to Peak Performance,Sports & Outdoors,1-Mar-17,by H.A. Dorfman and Karl Kuehl,Paperback,7.32,18.95,4.8,https://www.amazon.com/s/ref=sr_pg_49?rh=n%3A283155%2Cn%3A%211000%2Cn%3A26&page=49&ie=UTF8&qid=1518108771
Kra' Recreation and Leisure in Modern Society,Sports & Outdoors,4-Mar-14,by Daniel McLean and Amy Hurd,Paperback,22.99,,4.2,https://www.amazon.com/s/ref=sr_pg_50?rh=n%3A283155%2Cn%3A%211000%2Cn%3A26&page=50&ie=UTF8&qid=1518108791
Handbook of Nature Study,Sports & Outdoors,3-Jul-86,by Anna Botsford Comstock,Paperback,22.57,27.95,4,https://www.amazon.com/s/ref=sr_pg_50?rh=n%3A283155%2Cn%3A%211000%2Cn%3A26&page=50&ie=UTF8&qid=1518108791
Sport Finance-3rd Edition,Sports & Outdoors,30-Jan-13,by Gil Fried and Timothy DeSchriver,Hardcover,68.45,99,4.7,https://www.amazon.com/s/ref=sr_pg_50?rh=n%3A283155%2Cn%3A%211000%2Cn%3A26&page=50&ie=UTF8&qid=1518108791
The Horse Encyclopedia,Sports & Outdoors,29-Nov-16,by Elwyn Hartley Edwards,Hardcover,27.19,40,4.6,https://www.amazon.com/s/ref=sr_pg_50?rh=n%3A283155%2Cn%3A%211000%2Cn%3A26&page=50&ie=UTF8&qid=1518108791
The Snow Leopard (Penguin Classics),Sports & Outdoors,30-Sep-08,by Peter Matthiessen and Pico Iyer,Paperback,14.07,17,4.5,https://www.amazon.com/s/ref=sr_pg_50?rh=n%3A283155%2Cn%3A%211000%2Cn%3A26&page=50&ie=UTF8&qid=1518108791
The Anatomy of Stretching  Second Edition: Your Illtrated Guide to Flexibility and Injury Rehabilitation,Sports & Outdoors,4-Oct-11,by Brad Walker,Paperback,20.5,24.95,4.6,https://www.amazon.com/s/ref=sr_pg_50?rh=n%3A283155%2Cn%3A%211000%2Cn%3A26&page=50&ie=UTF8&qid=1518108791
Cartridges of the World: A Complete and Illtrated Reference for Over 1500 Cartridges,Sports & Outdoors,24-Oct-16,by W. Todd Woodard,Paperback,32.73,37.99,4.6,https://www.amazon.com/s/ref=sr_pg_50?rh=n%3A283155%2Cn%3A%211000%2Cn%3A26&page=50&ie=UTF8&qid=1518108791
The Range Bucket List: The Golf Adventure of a Lifetime,Sports & Outdoors,9-May-17,by James Dodson,Hardcover,15.66,27,4.6,https://www.amazon.com/s/ref=sr_pg_50?rh=n%3A283155%2Cn%3A%211000%2Cn%3A26&page=50&ie=UTF8&qid=1518108791
Desktop Boxing: Knock Out Your Stress! (Miniature Editions),Sports & Outdoors,27-Sep-16,by Running Press,Paperback,7.96,9.95,4,https://www.amazon.com/s/ref=sr_pg_50?rh=n%3A283155%2Cn%3A%211000%2Cn%3A26&page=50&ie=UTF8&qid=1518108791
The Field Guide to Knots: How to Identify  Tie  and Untie Over 80 Essential Knots for Outdoor Pursuits,Sports & Outdoors,22-Sep-15,by Bob Holtzman,Spiral-bound,10.98,15.95,4.3,https://www.amazon.com/s/ref=sr_pg_50?rh=n%3A283155%2Cn%3A%211000%2Cn%3A26&page=50&ie=UTF8&qid=1518108791
Rocky Mountain National Park Hiking Map,Sports & Outdoors,12-May-16,by Trails Illtrated Maps,Map,6.51,11.95,4.7,https://www.amazon.com/s/ref=sr_pg_50?rh=n%3A283155%2Cn%3A%211000%2Cn%3A26&page=50&ie=UTF8&qid=1518108791
Anatomy of Exercise: A Trainer's Inside Guide to Your Workout,Sports & Outdoors,1-Mar-09,by Pat Manocchia,Paperback,15.93,24.95,4.5,https://www.amazon.com/s/ref=sr_pg_50?rh=n%3A283155%2Cn%3A%211000%2Cn%3A26&page=50&ie=UTF8&qid=1518108791
Desktop Boxing: Knock Out Your Stress! (Miniature Editions),Sports & Outdoors,27-Sep-16,by Running Press,Paperback,7.96,9.95,4,https://www.amazon.com/s/ref=sr_pg_51?rh=n%3A283155%2Cn%3A%211000%2Cn%3A26&page=51&ie=UTF8&qid=1518108812
The Field Guide to Knots: How to Identify  Tie  and Untie Over 80 Essential Knots for Outdoor Pursuits,Sports & Outdoors,22-Sep-15,by Bob Holtzman,Spiral-bound,10.98,15.95,4.3,https://www.amazon.com/s/ref=sr_pg_51?rh=n%3A283155%2Cn%3A%211000%2Cn%3A26&page=51&ie=UTF8&qid=1518108812
Rocky Mountain National Park Hiking Map,Sports & Outdoors,12-May-16,by Trails Illtrated Maps,Map,6.51,11.95,4.7,https://www.amazon.com/s/ref=sr_pg_51?rh=n%3A283155%2Cn%3A%211000%2Cn%3A26&page=51&ie=UTF8&qid=1518108812
Anatomy of Exercise: A Trainer's Inside Guide to Your Workout,Sports & Outdoors,1-Mar-09,by Pat Manocchia,Paperback,15.93,24.95,4.5,https://www.amazon.com/s/ref=sr_pg_51?rh=n%3A283155%2Cn%3A%211000%2Cn%3A26&page=51&ie=UTF8&qid=1518108812
America's Great Hiking Trails: Appalachian  Pacific Crest  Continental Divide  North Country  Ice Age  Potomac Heritage  Florida  Natchez Trace  Arizona  Pacific Northwest  New England,Sports & Outdoors,23-Sep-14,by Karen Berger and Bart Smith,Hardcover,47.99,,4.8,https://www.amazon.com/s/ref=sr_pg_51?rh=n%3A283155%2Cn%3A%211000%2Cn%3A26&page=51&ie=UTF8&qid=1518108812
Waterway Guide the Bahamas 2018,Sports & Outdoors,8-Nov-17,by Waterway Guide Media,Paperback,42.95,,5,https://www.amazon.com/s/ref=sr_pg_51?rh=n%3A283155%2Cn%3A%211000%2Cn%3A26&page=51&ie=UTF8&qid=1518108812
Mozart's Starling,Sports & Outdoors,4-Apr-17,by Lyanda Lynn Haupt,Hardcover,18.36,27,4.1,https://www.amazon.com/s/ref=sr_pg_51?rh=n%3A283155%2Cn%3A%211000%2Cn%3A26&page=51&ie=UTF8&qid=1518108812
Train Like a European Champion Coaching Manual - Barcelona  Bayern Munich and Chelsea,Sports & Outdoors,27-Dec-17,by David M Newbery and Ian Barker,Paperback,30,,0,https://www.amazon.com/s/ref=sr_pg_51?rh=n%3A283155%2Cn%3A%211000%2Cn%3A26&page=51&ie=UTF8&qid=1518108812
Communication and Sport: Surveying the Field,Sports & Outdoors,8-Mar-17,by Andrew C. Billings and Michael L. Butterworth,Paperback,71.34,77,5,https://www.amazon.com/s/ref=sr_pg_51?rh=n%3A283155%2Cn%3A%211000%2Cn%3A26&page=51&ie=UTF8&qid=1518108812
Fit & Foced in 52: The Rider¡¯s Weekly Mind-and-Body Training Companion,Sports & Outdoors,26-Dec-17,by Daniel Stewart,Spiral-bound,20.82,27.95,4.5,https://www.amazon.com/s/ref=sr_pg_51?rh=n%3A283155%2Cn%3A%211000%2Cn%3A26&page=51&ie=UTF8&qid=1518108812
Shelters  Shacks  and Shanties: The Classic Guide to Building Wilderness Shelters (Dover Books on Architecture),Sports & Outdoors,10-Sep-04,by D. C. Beard,Paperback,9.99,12.95,4.4,https://www.amazon.com/s/ref=sr_pg_51?rh=n%3A283155%2Cn%3A%211000%2Cn%3A26&page=51&ie=UTF8&qid=1518108812
The Big Book of Belichick: His Thoughts on Strategy  Fundamentals & History,Sports & Outdoors,28-Nov-16,by Alex Kirby,Paperback,19.99,,4.5,https://www.amazon.com/s/ref=sr_pg_51?rh=n%3A283155%2Cn%3A%211000%2Cn%3A26&page=51&ie=UTF8&qid=1518108812
Training Essentials for Ultrarunning: How to Train Smarter  Race Faster  and Maximize Your Ultramarathon Performance,Sports & Outdoors,1-May-16,by Jason Koop and Jim Rutberg,Paperback,15.79,21.95,4.4,https://www.amazon.com/s/ref=sr_pg_52?rh=n%3A283155%2Cn%3A%211000%2Cn%3A26&page=52&ie=UTF8&qid=1518108833
Rise: Surviving the Fight of My Life,Sports & Outdoors,10-Apr-18,by Paige VanZant,Hardcover,24.3,27,0,https://www.amazon.com/s/ref=sr_pg_52?rh=n%3A283155%2Cn%3A%211000%2Cn%3A26&page=52&ie=UTF8&qid=1518108833
Powered Paragliding Bible 5,Sports & Outdoors,2-Jan-18,by Jeff Goin and Tim Kaiser,Paperback,40.03,54.95,0,https://www.amazon.com/s/ref=sr_pg_52?rh=n%3A283155%2Cn%3A%211000%2Cn%3A26&page=52&ie=UTF8&qid=1518108833
The Blind Side: Evolution of a Game,Sports & Outdoors,17-Sep-07,by Michael Lewis,Paperback,10.34,15.95,4.3,https://www.amazon.com/s/ref=sr_pg_52?rh=n%3A283155%2Cn%3A%211000%2Cn%3A26&page=52&ie=UTF8&qid=1518108833
Zen Golf: Mastering the Mental Game,Sports & Outdoors,14-May-02,by Dr. Joseph Parent,Hardcover,12.87,19.95,4.6,https://www.amazon.com/s/ref=sr_pg_52?rh=n%3A283155%2Cn%3A%211000%2Cn%3A26&page=52&ie=UTF8&qid=1518108833
99: Stories of the Game,Sports & Outdoors,18-Oct-16,by Wayne Gretzky and Kirstie McLellan Day,Hardcover,19.04,28,4.6,https://www.amazon.com/s/ref=sr_pg_52?rh=n%3A283155%2Cn%3A%211000%2Cn%3A26&page=52&ie=UTF8&qid=1518108833
Wildlife 911,Sports & Outdoors,7-Jun-17,by John Borkovich,Paperback,19.95,,4.8,https://www.amazon.com/s/ref=sr_pg_52?rh=n%3A283155%2Cn%3A%211000%2Cn%3A26&page=52&ie=UTF8&qid=1518108833
Sports Illtrated Hoton Astros 2017 World Series Champions Special Commemorative Issue - George Springer Cover: Baseball's Great Prophecy,Sports & Outdoors,6-Nov-17,by Editors of Sports Illtrated,Paperback,15.97,,5,https://www.amazon.com/s/ref=sr_pg_52?rh=n%3A283155%2Cn%3A%211000%2Cn%3A26&page=52&ie=UTF8&qid=1518108833
Photography: Night Sky: A Field Guide for Shooting after Dark,Sports & Outdoors,13-Mar-14,by Jennifer Wu and James Martin,Paperback,16.14,21.95,4.6,https://www.amazon.com/s/ref=sr_pg_52?rh=n%3A283155%2Cn%3A%211000%2Cn%3A26&page=52&ie=UTF8&qid=1518108833
Birds of North America: A Guide To Field Identification (Golden Field Guide f/St. Martin's Press),Sports & Outdoors,14-Apr-01,by Chandler S. Robbins and Bertel Bruun,Paperback,10.95,15.95,4.5,https://www.amazon.com/s/ref=sr_pg_52?rh=n%3A283155%2Cn%3A%211000%2Cn%3A26&page=52&ie=UTF8&qid=1518108833
Penguin Coloring Book For Adults: A Stress Relief Adult Coloring Book Of 40 Penguin Designs in a Variety of Intricate Patterns (Animal Coloring Books for Adults) (Volume 10),Sports & Outdoors,2-Jan-16,by Adult Coloring World,Paperback,8.99,,4.8,https://www.amazon.com/s/ref=sr_pg_52?rh=n%3A283155%2Cn%3A%211000%2Cn%3A26&page=52&ie=UTF8&qid=1518108833
The History of Surfing,Sports & Outdoors,1-Sep-10,by Matt Warshaw,Hardcover,31.74,50,4.7,https://www.amazon.com/s/ref=sr_pg_52?rh=n%3A283155%2Cn%3A%211000%2Cn%3A26&page=52&ie=UTF8&qid=1518108833
Running with Mindfulness: Dynamic Running Therapy (DRT) to Improve Low-mood  Anxiety  Stress  and Depression,Sports & Outdoors,26-Sep-17,by William Pullen,Paperback,10.48,16,5,https://www.amazon.com/s/ref=sr_pg_53?rh=n%3A283155%2Cn%3A%211000%2Cn%3A26&page=53&ie=UTF8&qid=1518108853
Strength Training for Fat Loss,Sports & Outdoors,12-Mar-14,by Nick Tumminello,Paperback,15.79,21.95,4.3,https://www.amazon.com/s/ref=sr_pg_53?rh=n%3A283155%2Cn%3A%211000%2Cn%3A26&page=53&ie=UTF8&qid=1518108853
Fedegraphica: A Graphic Biography of the Geni of Roger Federer,Sports & Outdoors,7-Jun-16,by Mark Hodgkinson,Hardcover,20.39,29.99,4.5,https://www.amazon.com/s/ref=sr_pg_53?rh=n%3A283155%2Cn%3A%211000%2Cn%3A26&page=53&ie=UTF8&qid=1518108853
On the Edge: Leadership Lessons from Mount Everest and Other Extreme Environments,Sports & Outdoors,7-Jan-14,by Alison Levine and Mike Krzyzewski,Hardcover,13.2,27,4.8,https://www.amazon.com/s/ref=sr_pg_53?rh=n%3A283155%2Cn%3A%211000%2Cn%3A26&page=53&ie=UTF8&qid=1518108853
The Savvy Backpacker's Guide to Europe on a Budget: Advice on Trip Planning  Packing  Hostels & Lodging  Transportation & More!,Sports & Outdoors,24-Feb-15,by James Feess,Paperback,12.61,14.95,4.7,https://www.amazon.com/s/ref=sr_pg_53?rh=n%3A283155%2Cn%3A%211000%2Cn%3A26&page=53&ie=UTF8&qid=1518108853
Essentials of Athletic Injury Management,Sports & Outdoors,2-May-12,by William Prentice and Daniel Arnheim,Paperback,11.7,,4.1,https://www.amazon.com/s/ref=sr_pg_53?rh=n%3A283155%2Cn%3A%211000%2Cn%3A26&page=53&ie=UTF8&qid=1518108853
Where the Water Goes: Life and Death Along the Colorado River,Sports & Outdoors,11-Apr-17,by David Owen,Hardcover,19.04,28,4.3,https://www.amazon.com/s/ref=sr_pg_53?rh=n%3A283155%2Cn%3A%211000%2Cn%3A26&page=53&ie=UTF8&qid=1518108853
WWE Encyclopedia Of Sports Entertainment,Sports & Outdoors,25-Oct-16,by Steve Pantaleo and Kevin Sullivan,Hardcover,26.15,45,4.7,https://www.amazon.com/s/ref=sr_pg_53?rh=n%3A283155%2Cn%3A%211000%2Cn%3A26&page=53&ie=UTF8&qid=1518108853
Mammal Tracks & Sign: A Guide to North American Species,Sports & Outdoors,1-Aug-03,by Mark Elbroch,Paperback,31.69,46.95,4.7,https://www.amazon.com/s/ref=sr_pg_53?rh=n%3A283155%2Cn%3A%211000%2Cn%3A26&page=53&ie=UTF8&qid=1518108853
Leading with the Heart: Coach K's Successful Strategies for Basketball  Biness  and Life,Sports & Outdoors,1-Mar-01,by Mike Krzyzewski and Donald T. Phillips,Paperback,13.52,17,4.5,https://www.amazon.com/s/ref=sr_pg_53?rh=n%3A283155%2Cn%3A%211000%2Cn%3A26&page=53&ie=UTF8&qid=1518108853
National Hockey League Coloring Book: All 31 NHL team logos to color for the 2017 - 2018 season (also includes information on each team) - Excellent ... make a perfect birthday present / gift idea.,Sports & Outdoors,7-Aug-17,by Andy Jackson,Paperback,5.95,,5,https://www.amazon.com/s/ref=sr_pg_53?rh=n%3A283155%2Cn%3A%211000%2Cn%3A26&page=53&ie=UTF8&qid=1518108853
Play The Forest School Way: Woodland Games and Crafts for Adventuro Kids,Sports & Outdoors,24-May-16,by Jane Worroll and Peter Houghton,Paperback,11.52,16.95,4.1,https://www.amazon.com/s/ref=sr_pg_53?rh=n%3A283155%2Cn%3A%211000%2Cn%3A26&page=53&ie=UTF8&qid=1518108853
Hiking Glacier and Waterton Lakes National Parks: A Guide To The Parks' Greatest Hiking Adventures (Regional Hiking Series),Sports & Outdoors,19-Jun-12,by Erik Molvar,Paperback,15.65,21.95,4.4,https://www.amazon.com/s/ref=sr_pg_54?rh=n%3A283155%2Cn%3A%211000%2Cn%3A26&page=54&ie=UTF8&qid=1518108874
The Warrior Within: The Philosophies of Bruce Lee,Sports & Outdoors,6-Dec-16,by John Little and Linda Lee Cadwell,Hardcover,11,12.99,4.6,https://www.amazon.com/s/ref=sr_pg_54?rh=n%3A283155%2Cn%3A%211000%2Cn%3A26&page=54&ie=UTF8&qid=1518108874
Nevada Road and Recreation Atlas (Benchmark),Sports & Outdoors,3-Nov-14,by National Geographic Maps,Paperback,22.95,,4.7,https://www.amazon.com/s/ref=sr_pg_54?rh=n%3A283155%2Cn%3A%211000%2Cn%3A26&page=54&ie=UTF8&qid=1518108874
Golden: The Miraculo Rise of Steph Curry,Sports & Outdoors,3-Oct-17,by Marc Thompson,Paperback,11,16,4.5,https://www.amazon.com/s/ref=sr_pg_54?rh=n%3A283155%2Cn%3A%211000%2Cn%3A26&page=54&ie=UTF8&qid=1518108874
Guide to Colorado Backroads & 4-Wheel-Drive Trails  3rd Edition,Sports & Outdoors,1-May-10,by Charles A. Wells and Matt Peterson,Spiral-bound,34.95,,4.7,https://www.amazon.com/s/ref=sr_pg_54?rh=n%3A283155%2Cn%3A%211000%2Cn%3A26&page=54&ie=UTF8&qid=1518108874
Wanderlt: A Hiker's Companion,Sports & Outdoors,29-Jun-17,by Gestalten and Cam Honan,Hardcover,39.81,60,4,https://www.amazon.com/s/ref=sr_pg_54?rh=n%3A283155%2Cn%3A%211000%2Cn%3A26&page=54&ie=UTF8&qid=1518108874
The Voyager's Handbook: The Essential Guide to Blue Water Cruising,Sports & Outdoors,7-Dec-06,by Beth A. Leonard,Hardcover,30.26,46,4.7,https://www.amazon.com/s/ref=sr_pg_54?rh=n%3A283155%2Cn%3A%211000%2Cn%3A26&page=54&ie=UTF8&qid=1518108874
Spartan Fit!: 30 Days. Transform Your Mind. Transform Your Body. Commit to Grit.,Sports & Outdoors,2-Aug-16,by Joe De Sena and John Durant,Hardcover,14.41,24,4.7,https://www.amazon.com/s/ref=sr_pg_54?rh=n%3A283155%2Cn%3A%211000%2Cn%3A26&page=54&ie=UTF8&qid=1518108874
Seabiscuit: An American Legend (Ballantine Reader's Circle),Sports & Outdoors,26-Mar-02,by Laura Hillenbrand,Paperback,6.25,18,4.7,https://www.amazon.com/s/ref=sr_pg_54?rh=n%3A283155%2Cn%3A%211000%2Cn%3A26&page=54&ie=UTF8&qid=1518108874
Canoecraft: An Illtrated Guide to Fine Woodstrip Construction,Sports & Outdoors,15-Nov-07,by Ted Moores,Paperback,18.33,24.95,4.7,https://www.amazon.com/s/ref=sr_pg_54?rh=n%3A283155%2Cn%3A%211000%2Cn%3A26&page=54&ie=UTF8&qid=1518108874
NASCAR: The Complete History 2017 Edition,Sports & Outdoors,1-Sep-17,by Auto Editors of Consumer Guide and Greg Fielden,Hardcover,20.81,26.98,5,https://www.amazon.com/s/ref=sr_pg_54?rh=n%3A283155%2Cn%3A%211000%2Cn%3A26&page=54&ie=UTF8&qid=1518108874
NASM Essentials of Corrective Exercise Training: First Edition Revised,Sports & Outdoors,9-Jul-13,by National Academy of Sports Medicine (NASM),Hardcover,62.18,72.95,4.7,https://www.amazon.com/s/ref=sr_pg_54?rh=n%3A283155%2Cn%3A%211000%2Cn%3A26&page=54&ie=UTF8&qid=1518108874
NASM Essentials of Corrective Exercise Training: First Edition Revised,Sports & Outdoors,9-Jul-13,by National Academy of Sports Medicine (NASM),Hardcover,62.18,72.95,4.7,https://www.amazon.com/s/ref=sr_pg_55?rh=n%3A283155%2Cn%3A%211000%2Cn%3A26&page=55&ie=UTF8&qid=1518108895
Border Country: The Northwoods Canoe Journals of Howard Greene  1906_1916,Sports & Outdoors,26-Sep-17,by Martha Greene Phillips,Hardcover,28.26,39.95,4.9,https://www.amazon.com/s/ref=sr_pg_55?rh=n%3A283155%2Cn%3A%211000%2Cn%3A26&page=55&ie=UTF8&qid=1518108895
Newcomb's Wildflower Guide,Sports & Outdoors,13-Apr-89,by Lawrence Newcomb and Gordon Morrison,Paperback,15.45,20,4.4,https://www.amazon.com/s/ref=sr_pg_55?rh=n%3A283155%2Cn%3A%211000%2Cn%3A26&page=55&ie=UTF8&qid=1518108895
ChiRunning: A Revolutionary Approach to Effortless  Injury-Free Running,Sports & Outdoors,5-May-09,by Danny Dreyer and Katherine Dreyer,Paperback,9.98,15.99,4.4,https://www.amazon.com/s/ref=sr_pg_55?rh=n%3A283155%2Cn%3A%211000%2Cn%3A26&page=55&ie=UTF8&qid=1518108895
Becoming Odyssa: Adventures on the Appalachian Trail,Sports & Outdoors,1-Jul-11,by Jennifer Pharr Davis,Paperback,6.76,15.95,4.5,https://www.amazon.com/s/ref=sr_pg_55?rh=n%3A283155%2Cn%3A%211000%2Cn%3A26&page=55&ie=UTF8&qid=1518108895
Periodization Training for Sports-3rd Edition,Sports & Outdoors,17-Feb-15,by Tudor Bompa and Carlo Buzzichelli,Paperback,18.5,24.95,4.5,https://www.amazon.com/s/ref=sr_pg_55?rh=n%3A283155%2Cn%3A%211000%2Cn%3A26&page=55&ie=UTF8&qid=1518108895
A Wrestling Life: The Inspiring Stories of Dan Gable,Sports & Outdoors,1-Mar-15,by Dan Gable and Scott Schulte,Paperback,7.43,14.95,4.6,https://www.amazon.com/s/ref=sr_pg_55?rh=n%3A283155%2Cn%3A%211000%2Cn%3A26&page=55&ie=UTF8&qid=1518108895
Concepts of Athletic Training,Sports & Outdoors,7-Apr-14,by Ronald P. Pfeiffer and Brent C. Mang,Paperback,29.54,,5,https://www.amazon.com/s/ref=sr_pg_55?rh=n%3A283155%2Cn%3A%211000%2Cn%3A26&page=55&ie=UTF8&qid=1518108895
Iron Cowboy - Redefine Impossible,Sports & Outdoors,15-May-17,by James Lawrence,Paperback,22.29,24.99,4.6,https://www.amazon.com/s/ref=sr_pg_55?rh=n%3A283155%2Cn%3A%211000%2Cn%3A26&page=55&ie=UTF8&qid=1518108895
A Victorian Flower Dictionary: The Language of Flowers Companion,Sports & Outdoors,20-Sep-11,by Mandy Kirkby and Vanessa Diffenbaugh,Hardcover,19.93,24,4.4,https://www.amazon.com/s/ref=sr_pg_55?rh=n%3A283155%2Cn%3A%211000%2Cn%3A26&page=55&ie=UTF8&qid=1518108895
Walking with Peety: The Dog Who Saved My Life,Sports & Outdoors,10-Oct-17,by Eric O'Grey and Mark Dagostino,Hardcover,15.58,26,4.6,https://www.amazon.com/s/ref=sr_pg_55?rh=n%3A283155%2Cn%3A%211000%2Cn%3A26&page=55&ie=UTF8&qid=1518108895
Joshua Tree: The Complete Guide: Joshua Tree National Park (Color Travel Guide),Sports & Outdoors,24-May-16,by James Kaiser,Paperback,13.59,19.99,4.2,https://www.amazon.com/s/ref=sr_pg_55?rh=n%3A283155%2Cn%3A%211000%2Cn%3A26&page=55&ie=UTF8&qid=1518108895
